section,p,distance_units,weighted_sum,weighted_mean
f1 spiral,1.5,153.833,0.24797539964229892,0.892463559540346
f1 spiral,1.5,167.117,0.24920477049847597,0.8806344971154164
f1 spiral,1.5,181.549,0.2506677465874503,0.8667008051249087
f1 spiral,1.5,197.226,0.25243675424456985,0.850196491544076
f1 spiral,1.5,214.257,0.2546195913072715,0.8305183322404921
f1 spiral,1.5,232.759,0.2573847269128583,0.806867285541107
f1 spiral,1.5,252.859,0.2610122096157126,0.7781520803601543
f1 spiral,1.5,274.694,0.2660068966273748,0.7428183458407278
f1 spiral,1.5,298.415,0.27338733443464835,0.6985137356611817
f1 spiral,1.5,324.184,0.26688365272067954,0.630723079315611
f1 spiral,1.5,352.178,0.23285291984903922,0.5280143919829774
f1 spiral,1.5,382.59,0.17206063223819468,0.3830185856457937
f1 spiral,1.5,415.628,0.15395121652931662,0.3433394902212334
f1 spiral,1.5,451.519,0.2032400840175489,0.46476402874623823
f1 spiral,1.5,490.51,0.23225322124248593,0.5654232074763994
f1 spiral,1.5,532.867,0.20637805453155647,0.6004268002491038
f1 spiral,1.5,578.882,0.18116723202150659,0.6163725903888686
f1 spiral,1.5,628.87,0.1633041445385892,0.6260634670364721
f1 spiral,1.5,683.176,0.15023202572949995,0.6288110976842922
f1 spiral,1.5,742.17,0.14085781852957147,0.6228505337077433
f1 spiral,1.5,806.259,0.1351601228448525,0.6048895159359451
f1 spiral,1.5,875.883,0.1351736866039524,0.5683785996960699
f1 spiral,1.5,951.519,0.10794788637164884,0.42423347038976794
f1 spiral,1.5,1033.686,0.07494005536124237,0.31910767675871454
f1 spiral,1.5,1122.948,0.08119767737726559,0.4493233577893446
f1 spiral,1.5,1219.919,0.06337777543543155,0.468110102311252
f1 spiral,1.5,1325.263,0.05215927593417648,0.47890007085308794
f1 spiral,1.5,1439.705,0.04395510586099194,0.4859866524599894
f1 spiral,1.5,1564.028,0.03753619348543641,0.4909875357568834
f1 spiral,1.5,1699.088,0.03232508122400246,0.49467852443485044
f1 spiral,1.5,1845.81,0.02799758062462387,0.49748706524864555
f1 spiral,1.5,2005.203,0.02434958684626993,0.4996713857144419
f1 spiral,1.5,2178.359,0.021242036183592886,0.5013981245940018
f1 spiral,1.5,2366.468,0.018574642467852814,0.50278028237468
f1 spiral,1.5,2570.822,0.01627197594320924,0.5038974906295133
f1 spiral,1.5,2792.821,0.014275464002483175,0.5048076036470712
f1 spiral,1.5,3033.992,0.012538490567639542,0.5055537000441349
f1 spiral,1.5,3295.988,0.011023233156048345,0.5061685062063878
f1 spiral,1.5,3580.608,0.00969853129049552,0.506677298101806
f1 spiral,1.5,3889.807,0.008538396700686273,0.507099866837169
f1 spiral,1.5,4225.706,0.00752093925937484,0.5074518872306075
f1 spiral,1.5,4590.611,0.006627571673810261,0.5077458937744669
f1 spiral,1.5,4987.027,0.005842406783197307,0.5079919912956558
f1 spiral,1.5,5417.675,0.0051517914996701275,0.508198381983773
f1 spiral,1.5,5885.511,0.004543939992290817,0.5083717625676816
f1 spiral,1.5,6393.746,0.0040086404814836905,0.5085176278946011
f1 spiral,1.5,6945.869,0.003537017676080544,0.5086405058729019
f1 spiral,1.5,7545.671,0.0031213379988329418,0.508744141297574
f1 spiral,1.5,8197.267,0.0027548482321848432,0.5088316410712725
f1 spiral,1.5,8905.13,0.0024316406390758167,0.5089055899026954
f1 spiral,1.5,9674.121,0.002146539327768253,0.5089681431714387
f1 spiral,1.5,10509.516,0.00189500386236711,0.5090211019531716
f1 spiral,1.5,11417.051,0.0016730470205700407,0.509065973979826
f1 spiral,1.5,12402.955,0.0014771642664379745,0.5091040234205721
f1 spiral,1.5,13473.996,0.0013042730058729452,0.5091363117127989
f1 spiral,1.5,14637.524,0.0011516600723430633,0.5091637311815497
f1 spiral,1.5,15901.528,0.0010169361825387055,0.5091870328148757
f1 spiral,1.5,17274.682,0.0008979963289449544,0.5092068492791909
f1 spiral,1.5,18766.414,0.0007929852551365958,0.5092237140401717
f1 spiral,1.5,20386.962,0.0007002673017819927,0.5092380772846492
f1 spiral,1.5,22147.451,0.0006184000255361759,0.5092503192055192
f1 spiral,1.5,24059.963,0.0005461110856019062,0.5092607611061731
f1 spiral,1.5,26137.629,0.0004822779685032048,0.5092696746969757
f1 spiral,1.5,28394.708,0.0004259101841325001,0.5092772898890205
f1 spiral,1.5,30846.695,0.0003761336181203049,0.5092838013361782
f1 spiral,1.5,33510.419,0.0003321767691188528,0.50928937393254
f1 spiral,1.5,36404.165,0.00029335863629894037,0.509294147436616
f1 spiral,1.5,39547.798,0.0002590780534879382,0.509298240364451
f1 spiral,1.5,42962.894,0.0002288042929143347,0.5093017532698559
f1 spiral,1.5,46672.896,0.00020206878425424885,0.5093047715102402
f1 spiral,1.5,50703.27,0.00017845781422544448,0.5093073675802399
f1 spiral,1.5,55081.682,0.00015760608885118023,0.5093096030818652
f1 spiral,1.5,59838.186,0.0001391910551320279,0.5093115303887038
f1 spiral,1.5,65005.431,0.0001229278915568403,0.5093131940524028
f1 spiral,1.5,70618.886,0.00010856508793409002,0.5093146319919127
f1 spiral,1.5,76717.084,9.588054466461152e-05,0.5093158764994943
f1 spiral,1.5,83341.883,8.467813000153847e-05,0.5093169550920843
f1 spiral,1.5,90538.758,7.478464121752617e-05,0.5093178912320799
f1 spiral,1.5,98357.109,6.604712206271767e-05,0.5093187049378104
f1 spiral,1.5,106850.603,5.8330494568352044e-05,0.5093194133007741
f1 spiral,1.5,116077.542,5.151546823228999e-05,0.5093200309240405
f1 spiral,1.5,126101.26,4.5496694001617445e-05,0.5093205702939729
f1 spiral,1.5,136990.562,4.018113431949803e-05,0.5093210420955236
f1 spiral,1.5,148820.195,3.548662389399542e-05,0.5093214554797704
f1 spiral,1.5,161671.361,3.1340598832487187e-05,0.5093218182910085
f1 spiral,1.5,175632.271,2.7678974415987678e-05,0.5093221372595879
f1 spiral,1.5,190798.756,2.4445154106284022e-05,0.5093224181657237
f1 spiral,1.5,207274.923,2.1589154422948607e-05,0.5093226659787075
f1 spiral,1.5,225173.867,1.90668321299786e-05,0.5093228849752599
f1 spiral,1.5,244618.449,1.6839201761906945e-05,0.509323078840196
f1 spiral,1.5,265742.142,1.4871832922075624e-05,0.5093232507520817
f1 spiral,1.5,288689.943,1.3134318023607242e-05,0.5093234034561575
f1 spiral,1.5,313619.37,1.159980223601147e-05,0.5093235393264501
f1 spiral,1.5,340701.543,1.0244568364524169e-05,0.5093236604187042
f1 spiral,1.5,370122.361,9.047670240331456e-06,0.5093237685155156
f1 spiral,1.5,402083.773,7.990608951114089e-06,0.5093238651648372
f1 spiral,1.5,436805.17,7.057046904601658e-06,0.5093239517128517
f1 spiral,1.5,474524.885,6.232555303398225e-06,0.5093240293320528
f1 spiral,1.5,515501.835,5.504391126359003e-06,0.5093240990452503
f1 spiral,1.5,560017.294,4.861300168304432e-06,0.5093241617461075
f1 spiral,1.5,608376.825,4.2933430929508335e-06,0.5093242182167201
f1 spiral,1.5,660912.377,3.7917418098772432e-06,0.509324269142683
